time; nodeID; CC; CC Name; endpoint; property; propertyName; propertyKey; propertyKeyName; value; label; type; readable; writable; default; description; unit; min; max; states; allowManualEntry; ccSpecific; other; propID; affordance; dataType; atType
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;51;Upper Humidity Limit;;;60;Upper Humidity Limit;number;true;true;60;;%;0;100;;true;;;112-51;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;52;Lower Humidity Limit;;;50;Lower Humidity Limit;number;true;true;50;;%;0;100;;true;;;112-52;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;53;Upper Lighting Limit;;;1000;Upper Lighting Limit;number;true;true;1000;;lux;0;30000;;true;;;112-53;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;54;Lower Lighting Limit;;;100;Lower Lighting Limit;number;true;true;100;;lux;0;30000;;true;;;112-54;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;55;Upper Ultraviolet Limit;;;8;Upper Ultraviolet Limit;number;true;true;8;;;0;11;;true;;;112-55;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;56;Lower Ultraviolet Limit;;;4;Lower Ultraviolet Limit;number;true;true;4;;;0;11;;true;;;112-56;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;57;Temperature Recover Limit;65280;;20;Temperature Recover Limit;number;true;true;20;Defines the difference below or above the upper/lower limit after which the limit is reenabled; description: Defines the difference below or above the upper/lower limit after which the limit is reenabled;;1;255;;true;;;112-57-65280;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;57;Recover Limit Temperature Unit;255;;undefined;Recover Limit Temperature Unit;number;true;true;0;;;0;1;{"0":"Celsius","1":"Fahrenheit"};false;;;112-57-255;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;58;Humidity Recover Limit;;;5;Humidity Recover Limit;number;true;true;5;;%;1;50;;true;;;112-58;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;59;Lighting Recover Limit;;;10;Lighting Recover Limit;number;true;true;100;;lux;10;255;;true;;;112-59;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;60;Ultraviolet Recover Limit;;;2;Ultraviolet Recover Limit;number;true;true;2;;;1;5;;true;;;112-60;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;61;Temperature: Below Lower Limit;1;;False;Temperature: Below Lower Limit;number;true;false;0;;;0;1;{"0":"False","1":"True"};false;;;112-61-1;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;61;Temperature: Above Lower Limit;16;;False;Temperature: Above Lower Limit;number;true;false;0;;;0;1;{"0":"False","1":"True"};false;;;112-61-16;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;61;Humidity: Below Lower Limit;2;;False;Humidity: Below Lower Limit;number;true;false;0;;;0;1;{"0":"False","1":"True"};false;;;112-61-2;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;61;Humidity: Above Lower Limit;32;;False;Humidity: Above Lower Limit;number;true;false;0;;;0;1;{"0":"False","1":"True"};false;;;112-61-32;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;61;Luminance: Below Lower Limit;4;;False;Luminance: Below Lower Limit;number;true;false;0;;;0;1;{"0":"False","1":"True"};false;;;112-61-4;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;61;Luminance: Above Lower Limit;64;;False;Luminance: Above Lower Limit;number;true;false;0;;;0;1;{"0":"False","1":"True"};false;;;112-61-64;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;61;Ultraviolet: Below Lower Limit;8;;False;Ultraviolet: Below Lower Limit;number;true;false;0;;;0;1;{"0":"False","1":"True"};false;;;112-61-8;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;61;Ultraviolet: Above Lower Limit;128;;False;Ultraviolet: Above Lower Limit;number;true;false;0;;;0;1;{"0":"False","1":"True"};false;;;112-61-128;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;81;LED Blinking;;;Enable;LED Blinking;number;true;true;1;;;0;2;{"0":"Enable","1":"Disable (Only when PIR is triggered)","2":"Disable completely"};false;;;112-81;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;101;Automatic Report: Group 1 - Battery;1;;Enable;Automatic Report: Group 1 - Battery;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-101-1;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;101;Automatic Report: Group 1 - Ultraviolet;16;;Disable;Automatic Report: Group 1 - Ultraviolet;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-101-16;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;101;Automatic Report: Group 1 - Temperature;32;;Enable;Automatic Report: Group 1 - Temperature;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-101-32;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;101;Automatic Report: Group 1 - Humidity;64;;Enable;Automatic Report: Group 1 - Humidity;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-101-64;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;101;Automatic Report: Group 1 - Luminance;128;;Enable;Automatic Report: Group 1 - Luminance;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-101-128;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;102;Automatic Report: Group 2 - Battery;1;;Disable;Automatic Report: Group 2 - Battery;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-102-1;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;102;Automatic Report: Group 2 - Ultraviolet;16;;Disable;Automatic Report: Group 2 - Ultraviolet;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-102-16;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;102;Automatic Report: Group 2 - Temperature;32;;Disable;Automatic Report: Group 2 - Temperature;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-102-32;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;102;Automatic Report: Group 2 - Humidity;64;;Disable;Automatic Report: Group 2 - Humidity;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-102-64;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;102;Automatic Report: Group 2 - Luminance;128;;Disable;Automatic Report: Group 2 - Luminance;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-102-128;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;103;Automatic Report: Group 3 - Battery;1;;Disable;Automatic Report: Group 3 - Battery;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-103-1;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;103;Automatic Report: Group 3 - Ultraviolet;16;;Disable;Automatic Report: Group 3 - Ultraviolet;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-103-16;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;103;Automatic Report: Group 3 - Temperature;32;;Disable;Automatic Report: Group 3 - Temperature;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-103-32;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;103;Automatic Report: Group 3 - Humidity;64;;Disable;Automatic Report: Group 3 - Humidity;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-103-64;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;103;Automatic Report: Group 3 - Luminance;128;;Disable;Automatic Report: Group 3 - Luminance;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-103-128;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;64;Automatic Temperature Reporting Unit;;;Celsius;Automatic Temperature Reporting Unit;number;true;true;1;;;1;2;{"1":"Celsius","2":"Fahrenheit"};false;;;112-64;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;111;Automatic Reporting Interval: Group 1;;;600;Automatic Reporting Interval: Group 1;number;true;true;600;;seconds;1;2678400;;true;;;112-111;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;112;Automatic Reporting Interval: Group 2;;;3600;Automatic Reporting Interval: Group 2;number;true;true;600;;seconds;1;2678400;;true;;;112-112;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;113;Automatic Reporting Interval: Group 3;;;3600;Automatic Reporting Interval: Group 3;number;true;true;600;;seconds;1;2678400;;true;;;112-113;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;201;Temperature Calibration Unit;255;;Celsius;Temperature Calibration Unit;number;true;true;1;;;1;2;{"1":"Celsius","2":"Fahrenheit"};false;;;112-201-255;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;201;Temperature Calibration Offset;65280;;-9;Temperature Calibration Offset;number;true;true;0;;0.1 °C/°F;-128;127;;true;;;112-201-65280;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;202;Humidity Sensor Calibration;;;0;Humidity Sensor Calibration;number;true;true;0;;% rH;-50;50;;true;;;112-202;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;203;Luminance Sensor Calibration;;;0;Luminance Sensor Calibration;number;true;true;0;;lux;-1000;1000;;true;;;112-203;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;204;Ultraviolet Sensor Calibration;;;0;Ultraviolet Sensor Calibration;number;true;true;0;;;-10;10;;true;;;112-204;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;252;Lock Configuration;;;Disable;Lock Configuration;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-252;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;100;Reset Parameters 101-103 to Default Values;;;undefined;Reset Parameters 101-103 to Default Values;number;false;true;0;;;0;1;{"0":"Normal Operation","1":"Reset"};false;;;112-100;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;110;Reset Parameters 111-113 to Default Values;;;undefined;Reset Parameters 111-113 to Default Values;number;false;true;0;;;0;1;{"0":"Normal Operation","1":"Reset"};false;;;112-110;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;112;Configuration;0;255;Reset to Factory Default Setting;;;undefined;Reset to Factory Default Setting;number;false;true;0;;;0;1431655765;{"0":"Normal Operation","1":"Resets all configuration parameters to default setting","1431655765":"Reset the product to factory default setting and exclude from Z-Wave network"};false;;;112-255;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;113;Notification;0;Home Security;Home Security;Cover status;Cover status;idle;Cover status;number;true;false;;;;0;255;{"0":"idle","3":"Tampering, product cover removed"};;{"notificationType":7};;113-Home_Security-Cover_status;event;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;113;Notification;0;Home Security;Home Security;Motion sensor status;Motion sensor status;idle;Motion sensor status;number;true;false;;;;0;255;{"0":"idle","8":"Motion detection"};;{"notificationType":7};;113-Home_Security-Motion_sensor_status;event;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;113;Notification;0;alarmType;alarmType;;;0;Alarm Type;number;true;false;;;;0;255;;;;;113-alarmType;event;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;113;Notification;0;alarmLevel;alarmLevel;;;0;Alarm Level;number;true;false;;;;0;255;;;;;113-alarmLevel;event;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;114;Manufacturer Specific;0;manufacturerId;manufacturerId;;;134;Manufacturer ID;number;true;false;;;;0;65535;;;;;114-manufacturerId;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;114;Manufacturer Specific;0;productType;productType;;;258;Product type;number;true;false;;;;0;65535;;;;;114-productType;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;114;Manufacturer Specific;0;productId;productId;;;100;Product ID;number;true;false;;;;0;65535;;;;;114-productId;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;128;Battery;0;level;level;;;100;Battery level;number;true;false;;;%;0;100;;;;;128-level;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;128;Battery;0;isLow;isLow;;;false;Low battery level;boolean;true;false;;;;;;;;;;128-isLow;property;boolean;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;132;Wake Up;0;wakeUpInterval;wakeUpInterval;;;600;undefined;number;false;true;3600;;;240;3600;;;;;132-wakeUpInterval;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;132;Wake Up;0;controllerNodeId;controllerNodeId;;;26;Node ID of the controller;any;true;false;;;;;;;;;;132-controllerNodeId;property;any;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;134;Version;0;libraryType;libraryType;;;Enhanced Slave;Library type;number;true;false;;;;;;{"0":"Unknown","1":"Static Controller","2":"Controller","3":"Enhanced Slave","4":"Slave","5":"Installer","6":"Routing Slave","7":"Bridge Controller","8":"Device under Test","9":"N/A","10":"AV Remote","11":"AV Device"};;;;134-libraryType;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;134;Version;0;protocolVersion;protocolVersion;;;4.54;Z-Wave protocol version;string;true;false;;;;;;;;;;134-protocolVersion;property;string;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;134;Version;0;firmwareVersions;firmwareVersions;;;1.10;Z-Wave chip firmware versions;string[];true;false;;;;;;;;;;134-firmwareVersions;property;string[];
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);4;134;Version;0;hardwareVersion;hardwareVersion;;;100;Z-Wave chip hardware version;number;true;false;;;;;;;;;;134-hardwareVersion;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;37;Binary Switch;0;currentValue;currentValue;;;true;Current value;boolean;true;false;;;;;;;;;;switch;property;boolean;hiveot:prop:switch
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;37;Binary Switch;0;targetValue;targetValue;;;undefined;Target value;boolean;true;true;;;;;;;;;transitionDuration;switch;action;boolean;hiveot:action:switch
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;43;Scene Activation;0;sceneId;sceneId;;;undefined;Scene ID;number;true;true;;;;1;255;;;;transitionDuration;43-sceneId;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;43;Scene Activation;0;dimmingDuration;dimmingDuration;;;undefined;Dimming duration;duration;true;true;;;;;;;;;;43-dimmingDuration;property;duration;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;level;level;1;1;undefined;Level (1);number;true;true;;;;0;255;;;;transitionDuration;44-level-1;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;dimmingDuration;dimmingDuration;1;1;undefined;Dimming duration (1);duration;true;true;;;;;;;;;;44-dimmingDuration-1;property;duration;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;level;level;2;2;undefined;Level (2);number;true;true;;;;0;255;;;;transitionDuration;44-level-2;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;dimmingDuration;dimmingDuration;2;2;undefined;Dimming duration (2);duration;true;true;;;;;;;;;;44-dimmingDuration-2;property;duration;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;level;level;3;3;undefined;Level (3);number;true;true;;;;0;255;;;;transitionDuration;44-level-3;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;dimmingDuration;dimmingDuration;3;3;undefined;Dimming duration (3);duration;true;true;;;;;;;;;;44-dimmingDuration-3;property;duration;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;level;level;4;4;undefined;Level (4);number;true;true;;;;0;255;;;;transitionDuration;44-level-4;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;dimmingDuration;dimmingDuration;4;4;undefined;Dimming duration (4);duration;true;true;;;;;;;;;;44-dimmingDuration-4;property;duration;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;level;level;5;5;undefined;Level (5);number;true;true;;;;0;255;;;;transitionDuration;44-level-5;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;dimmingDuration;dimmingDuration;5;5;undefined;Dimming duration (5);duration;true;true;;;;;;;;;;44-dimmingDuration-5;property;duration;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;level;level;6;6;undefined;Level (6);number;true;true;;;;0;255;;;;transitionDuration;44-level-6;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;dimmingDuration;dimmingDuration;6;6;undefined;Dimming duration (6);duration;true;true;;;;;;;;;;44-dimmingDuration-6;property;duration;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;level;level;7;7;undefined;Level (7);number;true;true;;;;0;255;;;;transitionDuration;44-level-7;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;dimmingDuration;dimmingDuration;7;7;undefined;Dimming duration (7);duration;true;true;;;;;;;;;;44-dimmingDuration-7;property;duration;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;level;level;8;8;undefined;Level (8);number;true;true;;;;0;255;;;;transitionDuration;44-level-8;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;dimmingDuration;dimmingDuration;8;8;undefined;Dimming duration (8);duration;true;true;;;;;;;;;;44-dimmingDuration-8;property;duration;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;level;level;9;9;undefined;Level (9);number;true;true;;;;0;255;;;;transitionDuration;44-level-9;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;dimmingDuration;dimmingDuration;9;9;undefined;Dimming duration (9);duration;true;true;;;;;;;;;;44-dimmingDuration-9;property;duration;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;level;level;10;10;undefined;Level (10);number;true;true;;;;0;255;;;;transitionDuration;44-level-10;property;number;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;44;Scene Actuator Configuration;0;dimmingDuration;dimmingDuration;10;10;undefined;Dimming duration (10);duration;true;true;;;;;;;;;;44-dimmingDuration-10;property;duration;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;50;Meter;0;value;value;65537;Electric_kWh_Consumed;2182.294;Electric Consumption [kWh];number;true;false;;;kWh;;;;;{"meterType":1,"scale":0,"rateType":1};;energy;event;number;hiveot:prop:electric:energy
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;50;Meter;0;value;value;66049;Electric_W_Consumed;0;Electric Consumption [W];number;true;false;;;W;;;;;{"meterType":1,"scale":2,"rateType":1};;power;event;number;hiveot:prop:electric:poer
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;50;Meter;0;value;value;66561;Electric_V_Consumed;118.015;Electric Consumption [V];number;true;false;;;V;;;;;{"meterType":1,"scale":4,"rateType":1};;voltage;event;number;hiveot:prop:electric:voltage
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;50;Meter;0;value;value;66817;Electric_A_Consumed;11.204;Electric Consumption [A];number;true;false;;;A;;;;;{"meterType":1,"scale":5,"rateType":1};;current;event;number;hiveot:prop:electric:current
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;50;Meter;0;reset;reset;;;undefined;Reset accumulated values;boolean;false;true;;;;;;;;;;50-reset;action;boolean;
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;112;Configuration;0;3;Current Overload Protection;;;Enable;Current Overload Protection;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-3;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;112;Configuration;0;80;Send Notifications to Associated Devices (Group 1);;;Hail CC;Send Notifications to Associated Devices (Group 1);number;true;true;0;;;0;2;{"0":"Disable","1":"Hail CC","2":"Basic CC Report"};false;;;112-80;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;112;Configuration;0;90;Send Automatic Reports When Exceeding Thresholds;;;Enable;Send Automatic Reports When Exceeding Thresholds;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-90;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;112;Configuration;0;91;Minimum Power Change to Trigger Event;;;20;Minimum Power Change to Trigger Event;number;true;true;25;;;0;32000;;true;;;112-91;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;112;Configuration;0;92;Minimum Power Percentage Change to Trigger Event;;;20;Minimum Power Percentage Change to Trigger Event;number;true;true;5;;%;0;100;;true;;;112-92;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;112;Configuration;0;101;Automatic Report: Group 1 - Voltage;1;;Disable;Automatic Report: Group 1 - Voltage;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-101-1;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;112;Configuration;0;101;Automatic Report: Group 1 - Current;2;;Disable;Automatic Report: Group 1 - Current;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-101-2;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;112;Configuration;0;101;Automatic Report: Group 1 - Power;4;;Enable;Automatic Report: Group 1 - Power;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-101-4;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;112;Configuration;0;101;Automatic Report: Group 1 - kWh;8;;Enable;Automatic Report: Group 1 - kWh;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-101-8;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;112;Configuration;0;102;Automatic Report: Group 2 - Voltage;1;;Disable;Automatic Report: Group 2 - Voltage;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-102-1;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;112;Configuration;0;102;Automatic Report: Group 2 - Current;2;;Disable;Automatic Report: Group 2 - Current;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-102-2;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;112;Configuration;0;102;Automatic Report: Group 2 - Power;4;;Disable;Automatic Report: Group 2 - Power;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-102-4;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;112;Configuration;0;102;Automatic Report: Group 2 - kWh;8;;Enable;Automatic Report: Group 2 - kWh;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-102-8;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;112;Configuration;0;103;Automatic Report: Group 3 - Voltage;1;;Disable;Automatic Report: Group 3 - Voltage;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-103-1;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;112;Configuration;0;103;Automatic Report: Group 3 - Current;2;;Disable;Automatic Report: Group 3 - Current;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-103-2;property;number (UnsignedInteger);
Sat Mar 22 2025 13:51:10 GMT-0700 (Pacific Daylight Time);7;112;Configuration;0;103;Automatic Report: Group 3 - Power;4;;Disable;Automatic Report: Group 3 - Power;number;true;true;0;;;0;1;{"0":"Disable","1":"Enable"};false;;;112-103-4;property;number (UnsignedInteger);
